user_id,Recency,Frequency,R_score,F_score,segment
1004096,1,12,4,5,高价值用户
1004106,3,3,3,3,一般用户
1004115,8,1,1,2,一般用户
1004118,2,1,3,2,一般用户
1004122,6,3,1,3,一般用户
1004140,2,1,3,2,一般用户
1004146,0,1,5,2,潜力用户
1004161,0,2,5,3,潜力用户
1004165,3,4,3,4,流失风险用户
1004172,0,5,5,4,高价值用户
1004183,0,2,5,3,潜力用户
1004192,8,3,1,3,一般用户
1004196,5,2,2,3,一般用户
1004201,7,1,1,2,一般用户
1004207,1,1,4,2,潜力用户
1004212,4,3,2,3,一般用户
1004228,3,6,3,5,流失风险用户
1004232,4,3,2,3,一般用户
1004238,3,8,3,5,流失风险用户
1004246,3,1,3,2,一般用户
1004259,2,3,3,3,一般用户
1004269,0,4,5,4,高价值用户
1004274,3,2,3,3,一般用户
1004277,2,1,3,2,一般用户
1004282,0,1,5,2,潜力用户
1004289,6,1,1,2,一般用户
1004296,5,2,2,3,一般用户
1004298,5,2,2,3,一般用户
1004302,1,1,4,2,潜力用户
1004303,8,1,1,2,一般用户
1004319,2,1,3,2,一般用户
1004327,2,5,3,4,流失风险用户
1004335,0,3,5,3,潜力用户
1004337,0,6,5,5,高价值用户
1004339,1,5,4,4,高价值用户
1004341,4,3,2,3,一般用户
1004350,1,2,4,3,潜力用户
1004353,2,1,3,2,一般用户
1004354,0,1,5,2,潜力用户
1004357,1,3,4,3,潜力用户
1004362,3,1,3,2,一般用户
1004366,1,3,4,3,潜力用户
1004368,4,2,2,3,一般用户
1004378,2,2,3,3,一般用户
1004381,0,5,5,4,高价值用户
1004396,1,2,4,3,潜力用户
1004403,5,2,2,3,一般用户
1004405,1,2,4,3,潜力用户
1004406,5,3,2,3,一般用户
1004410,4,2,2,3,一般用户
1004413,2,2,3,3,一般用户
1004420,4,3,2,3,一般用户
1004426,1,1,4,2,潜力用户
1004427,8,1,1,2,一般用户
1004441,0,1,5,2,潜力用户
1004442,3,4,3,4,流失风险用户
1004443,4,1,2,2,一般用户
1004444,0,2,5,3,潜力用户
1004446,1,2,4,3,潜力用户
1004448,0,7,5,5,高价值用户
1004454,6,2,1,3,一般用户
1004458,1,12,4,5,高价值用户
1004463,5,9,2,5,流失风险用户
1004466,5,2,2,3,一般用户
1004467,1,1,4,2,潜力用户
1004471,5,3,2,3,一般用户
1004474,3,1,3,2,一般用户
1004477,0,3,5,3,潜力用户
1004490,3,3,3,3,一般用户
1004497,1,1,4,2,潜力用户
1004504,2,4,3,4,流失风险用户
1004516,4,2,2,3,一般用户
1004523,3,6,3,5,流失风险用户
1004533,0,2,5,3,潜力用户
1004538,1,3,4,3,潜力用户
1004555,0,2,5,3,潜力用户
1004560,2,4,3,4,流失风险用户
1004562,0,1,5,2,潜力用户
1004565,1,2,4,3,潜力用户
1004570,1,1,4,2,潜力用户
1004572,2,6,3,5,流失风险用户
1004577,1,3,4,3,潜力用户
1004580,4,1,2,2,一般用户
1004584,0,15,5,5,高价值用户
1004599,1,1,4,2,潜力用户
1004603,2,6,3,5,流失风险用户
1004604,7,1,1,2,一般用户
1004606,3,3,3,3,一般用户
1004608,4,1,2,2,一般用户
1004611,7,1,1,2,一般用户
1004651,2,3,3,3,一般用户
1004659,1,2,4,3,潜力用户
1004663,0,6,5,5,高价值用户
1004681,0,3,5,3,潜力用户
1004682,0,3,5,3,潜力用户
1004684,3,1,3,2,一般用户
1004701,4,2,2,3,一般用户
1004726,0,10,5,5,高价值用户
1004730,1,3,4,3,潜力用户
1004737,2,2,3,3,一般用户
1004743,1,2,4,3,潜力用户
1004745,1,8,4,5,高价值用户
1004751,0,2,5,3,潜力用户
1004775,7,1,1,2,一般用户
1004778,5,1,2,2,一般用户
1004785,1,6,4,5,高价值用户
1004792,1,7,4,5,高价值用户
1004800,4,1,2,2,一般用户
1004807,0,5,5,4,高价值用户
1004810,0,2,5,3,潜力用户
1004829,2,2,3,3,一般用户
1004834,0,2,5,3,潜力用户
1004835,1,8,4,5,高价值用户
1004839,0,4,5,4,高价值用户
1004841,1,2,4,3,潜力用户
1004842,3,1,3,2,一般用户
1004862,1,2,4,3,潜力用户
1004879,4,6,2,5,流失风险用户
1004881,3,19,3,5,流失风险用户
1004886,2,1,3,2,一般用户
1004895,0,3,5,3,潜力用户
1004906,0,3,5,3,潜力用户
1004929,5,2,2,3,一般用户
1004936,0,2,5,3,潜力用户
1004944,1,1,4,2,潜力用户
1004945,3,4,3,4,流失风险用户
1004958,6,4,1,4,流失风险用户
1004960,7,1,1,2,一般用户
1004964,1,6,4,5,高价值用户
1004973,1,2,4,3,潜力用户
1004974,0,2,5,3,潜力用户
1004993,1,2,4,3,潜力用户
1005016,2,2,3,3,一般用户
1005022,7,1,1,2,一般用户
1005035,0,1,5,2,潜力用户
1005055,2,3,3,3,一般用户
1005070,1,1,4,2,潜力用户
1005074,0,6,5,5,高价值用户
1005077,0,2,5,3,潜力用户
1005082,0,2,5,3,潜力用户
1005085,4,1,2,2,一般用户
1005103,1,2,4,3,潜力用户
1005115,1,1,4,2,潜力用户
1005117,6,1,1,2,一般用户
1005124,0,10,5,5,高价值用户
1005129,8,1,1,2,一般用户
1005131,4,1,2,2,一般用户
1005134,3,2,3,3,一般用户
1005135,1,1,4,2,潜力用户
1005166,0,5,5,4,高价值用户
1005179,5,2,2,3,一般用户
1005186,5,2,2,3,一般用户
1005188,1,2,4,3,潜力用户
1005196,1,1,4,2,潜力用户
1005215,5,2,2,3,一般用户
1005218,5,2,2,3,一般用户
1005233,3,3,3,3,一般用户
1005249,0,1,5,2,潜力用户
1005256,2,1,3,2,一般用户
1005257,0,1,5,2,潜力用户
1005259,0,21,5,5,高价值用户
1005268,6,1,1,2,一般用户
1005269,5,3,2,3,一般用户
1005281,2,3,3,3,一般用户
1005283,2,2,3,3,一般用户
1005284,0,11,5,5,高价值用户
1005292,0,4,5,4,高价值用户
1005293,3,4,3,4,流失风险用户
1005294,1,5,4,4,高价值用户
1005304,0,1,5,2,潜力用户
1005311,5,2,2,3,一般用户
1005313,4,2,2,3,一般用户
1005314,4,1,2,2,一般用户
1005319,2,1,3,2,一般用户
1005320,1,3,4,3,潜力用户
1005324,1,4,4,4,高价值用户
1005329,1,1,4,2,潜力用户
1005337,1,5,4,4,高价值用户
1005338,3,4,3,4,流失风险用户
1005345,7,3,1,3,一般用户
1005346,7,1,1,2,一般用户
1005366,3,2,3,3,一般用户
1005383,5,1,2,2,一般用户
1005401,3,2,3,3,一般用户
1005407,0,4,5,4,高价值用户
1005412,4,1,2,2,一般用户
1005413,4,1,2,2,一般用户
1005414,0,4,5,4,高价值用户
1005417,3,5,3,4,流失风险用户
1005419,0,7,5,5,高价值用户
1005422,1,3,4,3,潜力用户
1005430,2,2,3,3,一般用户
1005431,6,1,1,2,一般用户
1005442,1,1,4,2,潜力用户
1005444,1,1,4,2,潜力用户
1005455,6,3,1,3,一般用户
1005459,1,1,4,2,潜力用户
1005468,3,1,3,2,一般用户
1005472,2,1,3,2,一般用户
1005473,0,1,5,2,潜力用户
1005474,0,4,5,4,高价值用户
1005482,4,3,2,3,一般用户
1005487,0,1,5,2,潜力用户
1005490,1,1,4,2,潜力用户
1005498,2,5,3,4,流失风险用户
1005501,0,2,5,3,潜力用户
1005502,1,3,4,3,潜力用户
1005505,4,2,2,3,一般用户
1005507,0,1,5,2,潜力用户
1005521,4,3,2,3,一般用户
1005522,6,1,1,2,一般用户
1005524,5,1,2,2,一般用户
1005541,5,2,2,3,一般用户
1005545,0,2,5,3,潜力用户
1005548,2,2,3,3,一般用户
1005551,2,3,3,3,一般用户
1005559,0,3,5,3,潜力用户
1005564,2,5,3,4,流失风险用户
1005571,4,3,2,3,一般用户
1005572,3,3,3,3,一般用户
1005585,1,2,4,3,潜力用户
1005616,7,7,1,5,流失风险用户
1005626,3,3,3,3,一般用户
1005627,7,1,1,2,一般用户
1005649,5,12,2,5,流失风险用户
1005659,4,1,2,2,一般用户
1005661,3,3,3,3,一般用户
1005681,0,2,5,3,潜力用户
1005688,1,7,4,5,高价值用户
1005693,7,1,1,2,一般用户
1005694,3,1,3,2,一般用户
1005701,6,2,1,3,一般用户
1005703,5,8,2,5,流失风险用户
1005704,0,4,5,4,高价值用户
1005705,1,2,4,3,潜力用户
1005706,4,1,2,2,一般用户
1005707,2,3,3,3,一般用户
1005709,0,15,5,5,高价值用户
1005712,0,5,5,4,高价值用户
1005713,2,4,3,4,流失风险用户
1005738,0,2,5,3,潜力用户
1005742,0,4,5,4,高价值用户
1005744,7,1,1,2,一般用户
1005746,0,7,5,5,高价值用户
1005752,1,4,4,4,高价值用户
1005758,1,4,4,4,高价值用户
1005760,2,4,3,4,流失风险用户
1005766,1,1,4,2,潜力用户
1005767,0,1,5,2,潜力用户
1005771,0,2,5,3,潜力用户
1005775,2,1,3,2,一般用户
1005779,0,2,5,3,潜力用户
1005785,2,2,3,3,一般用户
1005787,4,2,2,3,一般用户
1005788,5,1,2,2,一般用户
1005807,0,4,5,4,高价值用户
1005822,1,2,4,3,潜力用户
1005832,3,6,3,5,流失风险用户
1005834,7,2,1,3,一般用户
1005837,7,1,1,2,一般用户
1005838,0,4,5,4,高价值用户
1005845,0,5,5,4,高价值用户
1005860,5,3,2,3,一般用户
1005864,1,2,4,3,潜力用户
1005866,6,4,1,4,流失风险用户
1005874,2,4,3,4,流失风险用户
1005877,5,3,2,3,一般用户
1005880,1,1,4,2,潜力用户
1005897,1,3,4,3,潜力用户
1005906,5,3,2,3,一般用户
1005909,1,3,4,3,潜力用户
1005910,4,2,2,3,一般用户
1005916,0,8,5,5,高价值用户
1005924,3,5,3,4,流失风险用户
1005939,3,1,3,2,一般用户
1005945,3,2,3,3,一般用户
1005952,4,3,2,3,一般用户
1005953,3,3,3,3,一般用户
1005961,0,4,5,4,高价值用户
1005981,2,1,3,2,一般用户
1005982,1,2,4,3,潜力用户
1005985,2,5,3,4,流失风险用户
1005990,1,3,4,3,潜力用户
1005995,0,6,5,5,高价值用户
1005996,0,2,5,3,潜力用户
1006002,0,1,5,2,潜力用户
1006003,2,5,3,4,流失风险用户
1006015,5,2,2,3,一般用户
1006021,4,1,2,2,一般用户
1006028,6,1,1,2,一般用户
1006040,0,2,5,3,潜力用户
1006063,3,1,3,2,一般用户
1006079,0,1,5,2,潜力用户
1006084,2,1,3,2,一般用户
1006097,2,4,3,4,流失风险用户
1006102,4,1,2,2,一般用户
1006110,1,7,4,5,高价值用户
1006121,5,1,2,2,一般用户
1006126,8,3,1,3,一般用户
1006141,1,9,4,5,高价值用户
1006159,1,3,4,3,潜力用户
1006173,6,3,1,3,一般用户
1006178,5,1,2,2,一般用户
1006181,4,3,2,3,一般用户
1006204,3,3,3,3,一般用户
1006207,0,3,5,3,潜力用户
1006224,1,3,4,3,潜力用户
1006236,4,1,2,2,一般用户
1006252,2,5,3,4,流失风险用户
1006255,6,2,1,3,一般用户
1006260,0,1,5,2,潜力用户
1006261,1,1,4,2,潜力用户
1006262,0,12,5,5,高价值用户
1006267,1,6,4,5,高价值用户
1006274,0,8,5,5,高价值用户
1006288,3,1,3,2,一般用户
1006306,6,2,1,3,一般用户
1006307,0,12,5,5,高价值用户
1006309,3,1,3,2,一般用户
1006312,2,5,3,4,流失风险用户
1006317,3,1,3,2,一般用户
1006322,2,5,3,4,流失风险用户
1006336,5,1,2,2,一般用户
1006351,8,1,1,2,一般用户
1006354,7,3,1,3,一般用户
1006389,4,5,2,4,流失风险用户
1006392,4,2,2,3,一般用户
1006394,1,1,4,2,潜力用户
1006395,5,3,2,3,一般用户
1006398,1,1,4,2,潜力用户
1006402,1,6,4,5,高价值用户
1006403,0,2,5,3,潜力用户
1006404,0,3,5,3,潜力用户
1006405,1,3,4,3,潜力用户
1006407,7,2,1,3,一般用户
1006411,0,2,5,3,潜力用户
1006422,0,2,5,3,潜力用户
1006432,3,3,3,3,一般用户
1006439,6,1,1,2,一般用户
1006446,0,8,5,5,高价值用户
1006448,4,4,2,4,流失风险用户
1006451,4,5,2,4,流失风险用户
1006453,0,4,5,4,高价值用户
1006469,1,5,4,4,高价值用户
1006470,3,1,3,2,一般用户
1006471,2,7,3,5,流失风险用户
1006480,0,1,5,2,潜力用户
1006481,2,1,3,2,一般用户
1006482,1,6,4,5,高价值用户
1006495,6,1,1,2,一般用户
1006498,7,1,1,2,一般用户
1006510,4,3,2,3,一般用户
1006513,1,3,4,3,潜力用户
1006525,1,3,4,3,潜力用户
1006538,1,2,4,3,潜力用户
1006543,2,1,3,2,一般用户
1006553,0,5,5,4,高价值用户
1006563,7,1,1,2,一般用户
1006566,0,2,5,3,潜力用户
1006582,0,5,5,4,高价值用户
1006585,1,1,4,2,潜力用户
1006586,5,3,2,3,一般用户
1006590,6,1,1,2,一般用户
1006593,2,1,3,2,一般用户
1006597,0,12,5,5,高价值用户
1006601,2,3,3,3,一般用户
1006616,3,12,3,5,流失风险用户
1006618,6,1,1,2,一般用户
1006634,7,1,1,2,一般用户
1006647,6,1,1,2,一般用户
1006651,3,5,3,4,流失风险用户
1006652,0,1,5,2,潜力用户
1006653,0,9,5,5,高价值用户
1006660,1,2,4,3,潜力用户
1006666,1,3,4,3,潜力用户
1006670,6,1,1,2,一般用户
1006678,4,1,2,2,一般用户
1006698,0,2,5,3,潜力用户
1006704,6,1,1,2,一般用户
1006707,0,4,5,4,高价值用户
1006736,3,2,3,3,一般用户
1006740,4,4,2,4,流失风险用户
1006745,4,14,2,5,流失风险用户
1006754,3,2,3,3,一般用户
1006765,0,5,5,4,高价值用户
1006767,4,2,2,3,一般用户
1006768,1,2,4,3,潜力用户
1006777,2,2,3,3,一般用户
1006784,5,1,2,2,一般用户
1006803,4,3,2,3,一般用户
1006817,1,1,4,2,潜力用户
1006823,6,2,1,3,一般用户
1006850,4,1,2,2,一般用户
1006851,2,5,3,4,流失风险用户
1006864,3,4,3,4,流失风险用户
1006870,1,1,4,2,潜力用户
1006872,0,23,5,5,高价值用户
1006887,2,8,3,5,流失风险用户
1006889,0,6,5,5,高价值用户
1006894,5,4,2,4,流失风险用户
1006897,0,16,5,5,高价值用户
1006917,4,1,2,2,一般用户
1006919,0,3,5,3,潜力用户
1006920,0,7,5,5,高价值用户
1006925,8,1,1,2,一般用户
1006935,3,4,3,4,流失风险用户
1006938,0,3,5,3,潜力用户
1006939,3,2,3,3,一般用户
1006940,5,2,2,3,一般用户
1006943,5,1,2,2,一般用户
1006954,3,3,3,3,一般用户
1006964,0,4,5,4,高价值用户
1006977,3,1,3,2,一般用户
1006984,0,1,5,2,潜力用户
1006992,2,2,3,3,一般用户
1007004,0,4,5,4,高价值用户
1007006,2,1,3,2,一般用户
1007017,3,2,3,3,一般用户
1007020,2,4,3,4,流失风险用户
1007027,0,3,5,3,潜力用户
1007028,5,1,2,2,一般用户
1007031,4,2,2,3,一般用户
1007035,0,13,5,5,高价值用户
1007037,1,2,4,3,潜力用户
1007046,5,2,2,3,一般用户
1007057,6,1,1,2,一般用户
1007058,1,2,4,3,潜力用户
1007071,0,24,5,5,高价值用户
1007076,2,3,3,3,一般用户
1007077,1,1,4,2,潜力用户
1007078,0,15,5,5,高价值用户
1007082,0,3,5,3,潜力用户
1007088,1,2,4,3,潜力用户
1007094,0,1,5,2,潜力用户
1007112,0,5,5,4,高价值用户
1007123,2,3,3,3,一般用户
1007148,0,7,5,5,高价值用户
1007155,2,4,3,4,流失风险用户
1007163,1,5,4,4,高价值用户
1007171,0,4,5,4,高价值用户
1007181,2,9,3,5,流失风险用户
1007190,0,4,5,4,高价值用户
1007192,0,2,5,3,潜力用户
1007200,6,1,1,2,一般用户
1007201,1,2,4,3,潜力用户
1007202,1,1,4,2,潜力用户
1007217,6,1,1,2,一般用户
1007221,8,1,1,2,一般用户
1007222,1,1,4,2,潜力用户
1007225,0,4,5,4,高价值用户
1007231,4,6,2,5,流失风险用户
1007246,0,1,5,2,潜力用户
1007248,1,4,4,4,高价值用户
1007250,1,1,4,2,潜力用户
1007253,1,4,4,4,高价值用户
1007255,2,5,3,4,流失风险用户
1007260,4,1,2,2,一般用户
1007274,0,1,5,2,潜力用户
1007275,1,1,4,2,潜力用户
1007280,6,1,1,2,一般用户
1007294,0,4,5,4,高价值用户
1007313,0,1,5,2,潜力用户
1007314,8,1,1,2,一般用户
1007317,3,2,3,3,一般用户
1007319,0,7,5,5,高价值用户
1007323,3,1,3,2,一般用户
1007334,8,1,1,2,一般用户
1007335,0,16,5,5,高价值用户
1007339,0,2,5,3,潜力用户
1007349,1,4,4,4,高价值用户
1007353,5,2,2,3,一般用户
1007356,1,3,4,3,潜力用户
1007371,3,1,3,2,一般用户
1007387,0,7,5,5,高价值用户
1007388,4,2,2,3,一般用户
1007391,2,3,3,3,一般用户
1007393,0,2,5,3,潜力用户
1007396,8,2,1,3,一般用户
1007401,1,2,4,3,潜力用户
1007402,3,3,3,3,一般用户
1007441,1,2,4,3,潜力用户
1007445,1,2,4,3,潜力用户
1007452,1,2,4,3,潜力用户
1007453,0,6,5,5,高价值用户
1007476,0,3,5,3,潜力用户
1007479,0,4,5,4,高价值用户
1007484,2,3,3,3,一般用户
1007486,3,1,3,2,一般用户
1007495,8,1,1,2,一般用户
1007501,0,9,5,5,高价值用户
1007503,0,2,5,3,潜力用户
1007506,1,1,4,2,潜力用户
1007511,3,2,3,3,一般用户
1007513,4,3,2,3,一般用户
1007539,4,2,2,3,一般用户
1007550,2,1,3,2,一般用户
1007573,0,1,5,2,潜力用户
1007579,1,5,4,4,高价值用户
1007583,2,2,3,3,一般用户
1007595,8,5,1,4,流失风险用户
1007596,3,3,3,3,一般用户
1007597,1,2,4,3,潜力用户
1007601,0,5,5,4,高价值用户
1007609,2,1,3,2,一般用户
1007617,7,1,1,2,一般用户
1007624,0,1,5,2,潜力用户
1007629,0,3,5,3,潜力用户
1007635,5,1,2,2,一般用户
1007642,5,1,2,2,一般用户
1007644,4,1,2,2,一般用户
1007659,7,1,1,2,一般用户
1007665,0,1,5,2,潜力用户
1007670,0,18,5,5,高价值用户
1007671,1,2,4,3,潜力用户
1007680,8,1,1,2,一般用户
1007688,3,2,3,3,一般用户
1007691,0,1,5,2,潜力用户
1007699,0,1,5,2,潜力用户
1007704,0,4,5,4,高价值用户
1007712,8,1,1,2,一般用户
1007724,2,1,3,2,一般用户
1007739,1,2,4,3,潜力用户
1007747,2,6,3,5,流失风险用户
1007753,2,1,3,2,一般用户
1007755,1,5,4,4,高价值用户
1007770,3,3,3,3,一般用户
1007778,1,2,4,3,潜力用户
1007779,2,1,3,2,一般用户
1007782,1,4,4,4,高价值用户
1007786,2,12,3,5,流失风险用户
1007791,3,2,3,3,一般用户
1007802,0,3,5,3,潜力用户
1007808,8,1,1,2,一般用户
1007819,5,1,2,2,一般用户
1007833,4,1,2,2,一般用户
1007839,2,4,3,4,流失风险用户
1007843,0,1,5,2,潜力用户
1007848,0,5,5,4,高价值用户
1007851,4,2,2,3,一般用户
1007857,2,3,3,3,一般用户
1007860,0,1,5,2,潜力用户
1007870,3,4,3,4,流失风险用户
1007879,2,2,3,3,一般用户
1007884,3,2,3,3,一般用户
1007890,1,1,4,2,潜力用户
1007894,3,1,3,2,一般用户
1007906,0,2,5,3,潜力用户
1007907,0,4,5,4,高价值用户
1007912,2,14,3,5,流失风险用户
1007919,0,5,5,4,高价值用户
1007925,1,5,4,4,高价值用户
1007928,0,1,5,2,潜力用户
1007934,2,3,3,3,一般用户
1007944,4,2,2,3,一般用户
1007952,0,13,5,5,高价值用户
1007957,0,1,5,2,潜力用户
1007963,7,3,1,3,一般用户
1007965,6,3,1,3,一般用户
1007976,1,3,4,3,潜力用户
1007983,1,3,4,3,潜力用户
1007993,2,3,3,3,一般用户
1008003,0,3,5,3,潜力用户
1008008,1,1,4,2,潜力用户
1008010,5,1,2,2,一般用户
1008037,4,1,2,2,一般用户
1008042,2,1,3,2,一般用户
1008044,6,1,1,2,一般用户
1008055,6,1,1,2,一般用户
1008062,2,5,3,4,流失风险用户
1008065,1,4,4,4,高价值用户
1008078,3,1,3,2,一般用户
1008082,1,5,4,4,高价值用户
1008085,3,10,3,5,流失风险用户
1008097,4,3,2,3,一般用户
1008100,0,4,5,4,高价值用户
1008102,2,1,3,2,一般用户
1008106,0,4,5,4,高价值用户
1008107,0,2,5,3,潜力用户
1008120,2,1,3,2,一般用户
1008131,2,4,3,4,流失风险用户
1008137,1,5,4,4,高价值用户
1008148,0,2,5,3,潜力用户
1008151,1,1,4,2,潜力用户
1008152,3,2,3,3,一般用户
1008162,0,2,5,3,潜力用户
1008174,0,8,5,5,高价值用户
1008183,4,4,2,4,流失风险用户
1008184,2,2,3,3,一般用户
1008187,0,4,5,4,高价值用户
1008212,0,3,5,3,潜力用户
1008215,0,2,5,3,潜力用户
1008217,7,2,1,3,一般用户
1008221,1,9,4,5,高价值用户
1008230,2,11,3,5,流失风险用户
1008231,5,1,2,2,一般用户
1008241,3,3,3,3,一般用户
1008245,0,7,5,5,高价值用户
1008253,1,1,4,2,潜力用户
1008255,6,1,1,2,一般用户
1008257,1,1,4,2,潜力用户
1008258,6,1,1,2,一般用户
1008275,0,20,5,5,高价值用户
1008287,1,2,4,3,潜力用户
1008289,1,5,4,4,高价值用户
1008295,7,4,1,4,流失风险用户
1008302,1,1,4,2,潜力用户
1008323,0,1,5,2,潜力用户
1008333,3,3,3,3,一般用户
1008349,1,1,4,2,潜力用户
1008366,4,2,2,3,一般用户
1008370,0,3,5,3,潜力用户
1008376,4,1,2,2,一般用户
1008378,0,4,5,4,高价值用户
1008380,4,57,2,5,流失风险用户
1008382,6,1,1,2,一般用户
1008385,5,4,2,4,流失风险用户
1008387,2,1,3,2,一般用户
1008391,0,4,5,4,高价值用户
1008392,1,1,4,2,潜力用户
1008401,6,1,1,2,一般用户
1008405,3,3,3,3,一般用户
1008411,7,1,1,2,一般用户
1008415,8,1,1,2,一般用户
1008418,3,1,3,2,一般用户
1008425,0,3,5,3,潜力用户
1008427,1,2,4,3,潜力用户
1008429,6,2,1,3,一般用户
1008430,0,4,5,4,高价值用户
1008481,5,2,2,3,一般用户
1008485,1,2,4,3,潜力用户
1008489,8,1,1,2,一般用户
1008500,6,2,1,3,一般用户
1008502,5,2,2,3,一般用户
1008531,3,1,3,2,一般用户
1008557,0,5,5,4,高价值用户
1008586,0,2,5,3,潜力用户
1008587,1,4,4,4,高价值用户
1008590,1,1,4,2,潜力用户
1008612,7,2,1,3,一般用户
1008614,0,3,5,3,潜力用户
1008615,1,1,4,2,潜力用户
1008652,2,1,3,2,一般用户
1008661,1,2,4,3,潜力用户
1008665,5,2,2,3,一般用户
1008674,3,1,3,2,一般用户
1008681,2,4,3,4,流失风险用户
1008684,0,1,5,2,潜力用户
1008685,0,2,5,3,潜力用户
1008698,0,3,5,3,潜力用户
1008711,7,1,1,2,一般用户
1008726,0,2,5,3,潜力用户
1008729,1,2,4,3,潜力用户
1008733,3,2,3,3,一般用户
1008737,8,1,1,2,一般用户
1008744,4,1,2,2,一般用户
1008748,3,2,3,3,一般用户
1008749,8,1,1,2,一般用户
1008757,1,1,4,2,潜力用户
1008764,5,2,2,3,一般用户
1008777,1,1,4,2,潜力用户
1008779,2,4,3,4,流失风险用户
1008786,0,7,5,5,高价值用户
1008791,5,1,2,2,一般用户
1008793,1,1,4,2,潜力用户
1008794,1,3,4,3,潜力用户
1008799,5,15,2,5,流失风险用户
1008820,2,3,3,3,一般用户
1008829,3,1,3,2,一般用户
1008830,5,17,2,5,流失风险用户
1008832,7,1,1,2,一般用户
1008834,3,3,3,3,一般用户
1008842,0,8,5,5,高价值用户
1008846,0,1,5,2,潜力用户
1008849,3,2,3,3,一般用户
1008860,2,2,3,3,一般用户
1008868,7,1,1,2,一般用户
1008870,5,5,2,4,流失风险用户
1008879,1,2,4,3,潜力用户
1008882,1,2,4,3,潜力用户
1008883,4,3,2,3,一般用户
1008891,2,5,3,4,流失风险用户
1008899,6,1,1,2,一般用户
1008904,0,7,5,5,高价值用户
